date,datetime,SPOSTMIN,SACTMIN,DAYOFWEEK
11/25/2017,11/25/2017 17:49,110,,Saturday
11/25/2017,11/25/2017 17:54,110,,Saturday
11/25/2017,11/25/2017 18:03,110,,Saturday
11/25/2017,11/25/2017 18:05,110,,Saturday
11/25/2017,11/25/2017 18:12,110,,Saturday
11/25/2017,11/25/2017 18:21,110,,Saturday
11/25/2017,11/25/2017 18:24,110,,Saturday
11/25/2017,11/25/2017 18:30,110,,Saturday
11/25/2017,11/25/2017 18:38,110,,Saturday
11/25/2017,11/25/2017 18:47,110,,Saturday
11/25/2017,11/25/2017 18:54,110,,Saturday
11/25/2017,11/25/2017 18:59,110,,Saturday
11/25/2017,11/25/2017 19:07,110,,Saturday
11/25/2017,11/25/2017 19:10,110,,Saturday
11/25/2017,11/25/2017 19:19,110,,Saturday
11/25/2017,11/25/2017 19:24,95,,Saturday
11/25/2017,11/25/2017 19:38,95,,Saturday
11/25/2017,11/25/2017 19:40,95,,Saturday
11/25/2017,11/25/2017 19:45,95,,Saturday
11/25/2017,11/25/2017 19:54,95,,Saturday
11/25/2017,11/25/2017 20:01,95,,Saturday
11/25/2017,11/25/2017 20:07,120,,Saturday
11/25/2017,11/25/2017 20:10,120,,Saturday
11/25/2017,11/25/2017 20:21,120,,Saturday
11/25/2017,11/25/2017 20:26,120,,Saturday
11/25/2017,11/25/2017 20:38,120,,Saturday
11/25/2017,11/25/2017 20:44,135,,Saturday
11/25/2017,11/25/2017 20:45,135,,Saturday
11/25/2017,11/25/2017 20:54,135,,Saturday
11/25/2017,11/25/2017 20:59,135,,Saturday
11/25/2017,11/25/2017 21:07,110,,Saturday
11/25/2017,11/25/2017 21:12,110,,Saturday
11/25/2017,11/25/2017 21:19,110,,Saturday
11/25/2017,11/25/2017 21:30,95,,Saturday
11/25/2017,11/25/2017 21:32,95,,Saturday
11/25/2017,11/25/2017 21:38,95,,Saturday
11/25/2017,11/25/2017 21:45,75,,Saturday
11/25/2017,11/25/2017 21:52,75,,Saturday
11/25/2017,11/25/2017 22:03,-999,,Saturday
11/25/2017,11/25/2017 22:05,-999,,Saturday
11/26/2017,11/26/2017 8:50,5,,Sunday
11/26/2017,11/26/2017 8:58,5,,Sunday
11/26/2017,11/26/2017 9:01,5,,Sunday
11/26/2017,11/26/2017 9:03,20,,Sunday
11/26/2017,11/26/2017 9:12,20,,Sunday
11/26/2017,11/26/2017 9:17,35,,Sunday
11/26/2017,11/26/2017 9:24,70,,Sunday
11/26/2017,11/26/2017 9:30,90,,Sunday
11/26/2017,11/26/2017 9:38,90,,Sunday
11/26/2017,11/26/2017 9:45,90,,Sunday
11/26/2017,11/26/2017 9:52,90,,Sunday
11/26/2017,11/26/2017 10:03,90,,Sunday
11/26/2017,11/26/2017 10:10,90,,Sunday
11/26/2017,11/26/2017 10:11,90,,Sunday
11/26/2017,11/26/2017 10:17,90,,Sunday
11/26/2017,11/26/2017 10:24,90,,Sunday
11/26/2017,11/26/2017 10:34,90,,Sunday
11/26/2017,11/26/2017 10:40,90,,Sunday
11/26/2017,11/26/2017 10:45,90,,Sunday
11/26/2017,11/26/2017 10:56,90,,Sunday
11/26/2017,11/26/2017 10:59,90,,Sunday
11/26/2017,11/26/2017 11:10,105,,Sunday
11/26/2017,11/26/2017 11:11,105,,Sunday
11/26/2017,11/26/2017 11:17,115,,Sunday
11/26/2017,11/26/2017 11:24,120,,Sunday
11/26/2017,11/26/2017 11:30,120,,Sunday
11/26/2017,11/26/2017 11:44,120,,Sunday
11/26/2017,11/26/2017 11:47,120,,Sunday
11/26/2017,11/26/2017 11:54,120,,Sunday
11/26/2017,11/26/2017 12:03,120,,Sunday
11/26/2017,11/26/2017 12:03,120,,Sunday
11/26/2017,11/26/2017 12:12,105,,Sunday
11/26/2017,11/26/2017 12:21,105,,Sunday
11/26/2017,11/26/2017 12:26,105,,Sunday
11/26/2017,11/26/2017 12:30,105,,Sunday
11/26/2017,11/26/2017 12:38,105,,Sunday
11/26/2017,11/26/2017 12:49,105,,Sunday
11/26/2017,11/26/2017 12:54,105,,Sunday
11/26/2017,11/26/2017 12:59,105,,Sunday
11/26/2017,11/26/2017 13:05,105,,Sunday
11/26/2017,11/26/2017 13:10,105,,Sunday
11/26/2017,11/26/2017 13:21,90,,Sunday
11/26/2017,11/26/2017 13:24,90,,Sunday
11/26/2017,11/26/2017 13:34,90,,Sunday
11/26/2017,11/26/2017 13:38,90,,Sunday
11/26/2017,11/26/2017 13:47,90,,Sunday
11/26/2017,11/26/2017 13:52,90,,Sunday
11/26/2017,11/26/2017 13:59,90,,Sunday
11/26/2017,11/26/2017 14:05,90,,Sunday
11/26/2017,11/26/2017 14:16,105,,Sunday
11/26/2017,11/26/2017 14:19,105,,Sunday
11/26/2017,11/26/2017 14:24,105,,Sunday
11/26/2017,11/26/2017 14:36,105,,Sunday
11/26/2017,11/26/2017 14:42,105,,Sunday
11/26/2017,11/26/2017 14:45,105,,Sunday
11/26/2017,11/26/2017 14:56,105,,Sunday
11/26/2017,11/26/2017 14:59,105,,Sunday
11/26/2017,11/26/2017 15:03,105,,Sunday
11/26/2017,11/26/2017 15:10,105,,Sunday
11/26/2017,11/26/2017 15:19,105,,Sunday
11/26/2017,11/26/2017 15:24,105,,Sunday
11/26/2017,11/26/2017 15:34,95,,Sunday
11/26/2017,11/26/2017 15:38,95,,Sunday
11/26/2017,11/26/2017 15:42,95,,Sunday
11/26/2017,11/26/2017 15:45,95,,Sunday
11/26/2017,11/26/2017 15:52,95,,Sunday
11/26/2017,11/26/2017 15:59,90,,Sunday
11/26/2017,11/26/2017 16:05,85,,Sunday
11/26/2017,11/26/2017 16:12,85,,Sunday
11/26/2017,11/26/2017 16:23,90,,Sunday
11/26/2017,11/26/2017 16:28,-999,,Sunday
11/26/2017,11/26/2017 16:34,-999,,Sunday
11/26/2017,11/26/2017 16:40,90,,Sunday
11/26/2017,11/26/2017 16:45,105,,Sunday
11/26/2017,11/26/2017 16:58,105,,Sunday
11/26/2017,11/26/2017 16:59,90,,Sunday
11/26/2017,11/26/2017 17:05,90,,Sunday
11/26/2017,11/26/2017 17:10,90,,Sunday
11/26/2017,11/26/2017 17:21,80,,Sunday
11/26/2017,11/26/2017 17:30,90,,Sunday
11/26/2017,11/26/2017 17:34,90,,Sunday
11/26/2017,11/26/2017 17:40,85,,Sunday
11/26/2017,11/26/2017 17:45,85,,Sunday
11/26/2017,11/26/2017 17:52,80,,Sunday
11/26/2017,11/26/2017 18:03,80,,Sunday
11/26/2017,11/26/2017 18:03,80,,Sunday
11/26/2017,11/26/2017 18:12,80,,Sunday
11/26/2017,11/26/2017 18:17,80,,Sunday
11/26/2017,11/26/2017 18:28,75,,Sunday
11/26/2017,11/26/2017 18:30,70,,Sunday
11/26/2017,11/26/2017 18:36,65,,Sunday
11/26/2017,11/26/2017 18:40,65,,Sunday
11/26/2017,11/26/2017 18:51,60,,Sunday
11/26/2017,11/26/2017 18:52,60,,Sunday
11/26/2017,11/26/2017 18:59,60,,Sunday
11/26/2017,11/26/2017 19:07,60,,Sunday
11/26/2017,11/26/2017 19:12,60,,Sunday
11/26/2017,11/26/2017 19:17,75,,Sunday
11/26/2017,11/26/2017 19:28,75,,Sunday
11/26/2017,11/26/2017 19:32,75,,Sunday
11/26/2017,11/26/2017 19:38,75,,Sunday
11/26/2017,11/26/2017 19:45,75,,Sunday
11/26/2017,11/26/2017 19:52,35,,Sunday
11/26/2017,11/26/2017 20:01,30,,Sunday
11/26/2017,11/26/2017 20:11,-999,,Sunday
11/27/2017,11/27/2017 8:54,10,,Monday
11/27/2017,11/27/2017 8:59,20,,Monday
11/27/2017,11/27/2017 9:01,10,,Monday
11/27/2017,11/27/2017 9:03,10,,Monday
11/27/2017,11/27/2017 9:07,10,,Monday
11/27/2017,11/27/2017 9:14,25,,Monday
11/27/2017,11/27/2017 9:21,35,,Monday
11/27/2017,11/27/2017 9:24,45,,Monday
11/27/2017,11/27/2017 9:31,60,,Monday
11/27/2017,11/27/2017 9:36,75,,Monday
11/27/2017,11/27/2017 9:38,90,,Monday
11/27/2017,11/27/2017 9:47,90,,Monday
11/27/2017,11/27/2017 9:48,90,,Monday
11/27/2017,11/27/2017 9:52,90,,Monday
11/27/2017,11/27/2017 10:03,90,,Monday
11/27/2017,11/27/2017 10:03,90,,Monday
11/27/2017,11/27/2017 10:10,90,,Monday
11/27/2017,11/27/2017 10:17,-999,,Monday
11/27/2017,11/27/2017 10:19,-999,,Monday
11/27/2017,11/27/2017 10:21,-999,,Monday
11/27/2017,11/27/2017 10:23,-999,,Monday
11/27/2017,11/27/2017 10:24,-999,,Monday
11/27/2017,11/27/2017 10:28,-999,,Monday
11/27/2017,11/27/2017 10:32,-999,,Monday
11/27/2017,11/27/2017 10:32,-999,,Monday
11/27/2017,11/27/2017 10:39,90,,Monday
11/27/2017,11/27/2017 10:41,-999,,Monday
11/27/2017,11/27/2017 10:42,-999,,Monday
11/27/2017,11/27/2017 10:47,-999,,Monday
11/27/2017,11/27/2017 10:56,90,,Monday
11/27/2017,11/27/2017 10:58,170,,Monday
11/27/2017,11/27/2017 10:59,170,,Monday
11/27/2017,11/27/2017 11:03,165,,Monday
11/27/2017,11/27/2017 11:05,170,,Monday
11/27/2017,11/27/2017 11:17,150,,Monday
11/27/2017,11/27/2017 11:20,150,,Monday
11/27/2017,11/27/2017 11:28,150,,Monday
11/27/2017,11/27/2017 11:30,150,,Monday
11/27/2017,11/27/2017 11:40,150,,Monday
11/27/2017,11/27/2017 11:49,-999,,Monday
11/27/2017,11/27/2017 11:54,-999,,Monday
11/27/2017,11/27/2017 11:59,-999,,Monday
11/27/2017,11/27/2017 12:05,170,,Monday
11/27/2017,11/27/2017 12:12,-999,,Monday
11/27/2017,11/27/2017 12:17,-999,,Monday
11/27/2017,11/27/2017 12:28,-999,,Monday
11/27/2017,11/27/2017 12:30,95,,Monday
11/27/2017,11/27/2017 12:47,95,,Monday
11/27/2017,11/27/2017 12:48,95,,Monday
11/27/2017,11/27/2017 12:54,180,,Monday
